activity_year,lei,derived_msa_md,state_code,county_code,census_tract,conforming_loan_limit,derived_loan_product_type,derived_dwelling_category,derived_ethnicity,derived_race,derived_sex,action_taken,purchaser_type,preapproval,loan_type,loan_purpose,lien_status,reverse_mortgage,open_end_line_of_credit,business_or_commercial_purpose,loan_amount,combined_loan_to_value_ratio,interest_rate,rate_spread,hoepa_status,loan_term,intro_rate_period,negative_amortization,interest_only_payment,balloon_payment,other_nonamortizing_features,property_value,construction_method,occupancy_type,manufactured_home_secured_property_type,manufactured_home_land_property_interest,total_units,income,debt_to_income_ratio,applicant_credit_score_type,co_applicant_credit_score_type,applicant_ethnicity_1,co_applicant_ethnicity_1,applicant_ethnicity_observed,co_applicant_ethnicity_observed,applicant_race_1,co_applicant_race_1,applicant_race_observed,co_applicant_race_observed,applicant_sex,co_applicant_sex,applicant_sex_observed,co_applicant_sex_observed,applicant_age,co_applicant_age,applicant_age_above_62,co_applicant_age_above_62,submission_of_application,initially_payable_to_institution,aus_1,denial_reason_1,denial_reason_2,tract_population,tract_minority_population_percent,ffiec_msa_md_median_family_income,tract_to_msa_income_percentage,tract_owner_occupied_units,tract_one_to_four_family_homes,tract_median_age_of_housing_units,debt_to_income_ratio_parsed,applicant_age_num,rate_spread_missing_flag,approved_flag
2024,WWB2V0FCW3A0EE3ZJN75,49620,PA,42133,42133021410,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,3,0,2,1,1,1,2,1,2,405000,68.97,9.09,0.87,3,360,1.0,2,2,2,2,585000.0,1,1,3,5,1,146.0,46,12,10,2.0,5.0,2,4,5.0,8.0,2,4,2,5,2,4,65-74,__MISSING__,Yes,__MISSING__,1,1,6,9,3.0,5059,18.88,105100,109.0,1225,1588,31,46.0,70.0,1,0
2024,WWB2V0FCW3A0EE3ZJN75,15380,NY,36029,36029010902,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,2,1,2,1,2,295000,77.96,6.99,-1.16,2,360,1.0,2,2,2,2,375000.0,1,1,3,5,1,100.0,46,12,12,2.0,2.0,2,2,5.0,5.0,2,2,1,2,2,2,55-64,55-64,Yes,No,1,1,6,10,3.0,4540,23.11,96900,77.0,1162,1702,55,46.0,60.0,0,1
2024,WWB2V0FCW3A0EE3ZJN75,40380,NY,36055,36055014204,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,3,0,2,1,4,2,2,1,2,125000,66.8,9.09,0.87,3,360,1.0,2,2,2,2,375000.0,1,1,3,5,1,305.0,20%-<30%,12,12,2.0,2.0,2,1,5.0,5.0,2,2,1,2,2,2,45-54,45-54,No,No,1,1,6,3,3.0,2565,25.89,98700,87.0,689,827,47,25.0,50.0,1,0
2024,WWB2V0FCW3A0EE3ZJN75,15380,NY,36029,36029008700,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,0,2,1,2,2,2,1,2,25000,79.74,6.99,-1.16,2,360,1.0,2,1,2,2,245000.0,1,1,3,5,1,103.0,20%-<30%,12,10,2.0,5.0,2,4,5.0,8.0,2,4,1,5,2,4,25-34,__MISSING__,No,__MISSING__,1,1,6,10,3.0,4666,18.67,96900,96.0,1381,2259,0,25.0,30.0,0,1
2024,WWB2V0FCW3A0EE3ZJN75,35614,NY,36047,36047056500,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,3,0,2,1,1,2,2,1,2,505000,34.85,9.09,0.87,3,360,1.0,2,2,2,2,2605000.0,1,1,3,5,4,90.0,>60%,12,12,2.0,2.0,2,2,5.0,5.0,2,2,1,2,2,2,55-64,65-74,Yes,Yes,1,1,6,1,3.0,3738,27.8,101900,125.0,242,837,0,41.0,60.0,1,0
2024,WWB2V0FCW3A0EE3ZJN75,48424,FL,12099,12099003902,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,3,0,2,1,2,2,2,1,2,135000,70.48,9.09,0.87,3,360,1.0,2,2,2,2,545000.0,1,1,3,5,1,0.0,__MISSING__,12,10,2.0,5.0,2,4,5.0,8.0,2,4,1,5,2,4,45-54,__MISSING__,No,__MISSING__,1,1,6,1,3.0,6274,78.72,104000,75.0,1113,1788,35,41.0,50.0,1,0
2024,WWB2V0FCW3A0EE3ZJN75,14860,CT,9190,9190210701,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,3,0,2,1,2,1,2,1,2,255000,52.63,9.09,0.87,3,360,1.0,2,2,2,2,475000.0,1,2,3,5,3,81.0,>60%,12,10,2.0,5.0,2,4,5.0,8.0,2,4,1,5,2,4,55-64,__MISSING__,No,__MISSING__,1,1,6,4,1.0,5877,80.84,146500,40.0,554,1715,67,41.0,60.0,1,0
2024,WWB2V0FCW3A0EE3ZJN75,99999,MD,24019,24019970200,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Female,3,0,2,1,2,1,2,1,2,55000,29.07,9.09,0.87,3,360,1.0,2,2,2,2,175000.0,1,1,3,5,1,99.0,__MISSING__,12,10,2.0,5.0,2,4,2.0,8.0,2,4,2,5,2,4,55-64,__MISSING__,Yes,__MISSING__,1,1,6,3,3.0,5666,40.1,87900,105.0,1900,2272,35,41.0,60.0,1,0
2024,WWB2V0FCW3A0EE3ZJN75,99999,PA,42109,42109070300,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,0,2,1,31,1,2,1,2,55000,24.88,6.99,-1.24,2,360,1.0,2,1,2,2,205000.0,1,1,3,5,1,35.0,20%-<30%,12,10,2.0,5.0,2,4,5.0,8.0,2,4,2,5,2,4,65-74,__MISSING__,Yes,__MISSING__,1,1,6,10,3.0,5951,5.11,81400,93.0,1641,2419,47,25.0,70.0,0,1
2024,WWB2V0FCW3A0EE3ZJN75,42540,PA,42079,42079213400,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,3,0,2,1,2,2,2,1,2,85000,87.73,9.09,0.87,3,360,1.0,2,2,2,2,285000.0,1,1,3,5,1,74.0,>60%,12,10,2.0,5.0,2,4,5.0,8.0,2,4,1,5,2,4,25-34,__MISSING__,No,__MISSING__,1,1,6,3,1.0,4225,10.27,83000,109.0,1645,2255,48,41.0,30.0,1,0
2024,WWB2V0FCW3A0EE3ZJN75,41540,MD,24045,24045010603,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,3,0,2,1,2,1,2,1,2,75000,30.0,9.09,0.87,3,360,1.0,2,2,2,2,255000.0,1,1,3,5,1,99.0,__MISSING__,12,10,2.0,5.0,2,4,5.0,8.0,2,4,2,5,2,4,65-74,__MISSING__,Yes,__MISSING__,1,1,6,3,3.0,8052,35.26,85800,99.0,1793,2508,30,41.0,70.0,1,0
2024,WWB2V0FCW3A0EE3ZJN75,35084,NJ,34013,34013018300,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Joint,3,0,2,1,2,2,2,1,2,65000,64.93,9.09,0.87,3,360,1.0,2,2,2,2,625000.0,1,1,3,5,1,213.0,20%-<30%,12,12,2.0,2.0,2,2,2.0,2.0,2,2,2,1,2,2,55-64,25-34,No,No,1,1,6,3,3.0,5172,97.41,133300,38.0,128,936,65,25.0,60.0,1,0
2024,WWB2V0FCW3A0EE3ZJN75,12580,MD,24003,24003751103,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,3,0,2,1,4,2,2,1,2,105000,52.55,9.09,0.87,3,360,1.0,2,2,2,2,905000.0,1,1,3,5,1,105.0,40,12,10,2.0,5.0,2,4,5.0,8.0,2,4,1,5,2,4,65-74,__MISSING__,Yes,__MISSING__,1,1,6,9,3.0,5766,24.78,122200,78.0,1468,1764,52,40.0,70.0,1,0
2024,WWB2V0FCW3A0EE3ZJN75,25540,CT,9110,9110487100,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,3,0,2,1,4,2,2,1,2,25000,38.12,9.09,0.87,3,360,1.0,2,2,2,2,295000.0,1,1,3,5,1,81.0,40,12,10,2.0,5.0,2,4,5.0,8.0,2,4,2,5,2,4,45-54,__MISSING__,No,__MISSING__,1,1,6,3,3.0,7158,31.1,123800,136.0,2287,2463,45,40.0,50.0,1,0
2024,WWB2V0FCW3A0EE3ZJN75,40484,NH,33015,33015069100,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,0,2,1,4,1,2,1,2,505000,47.62,6.99,-1.33,2,360,1.0,2,1,2,2,1055000.0,1,1,3,5,1,158.0,50%-60%,12,10,2.0,5.0,2,4,5.0,8.0,2,4,2,5,2,4,>74,__MISSING__,Yes,__MISSING__,1,1,6,10,3.0,4240,7.55,138600,173.0,806,1529,0,55.0,80.0,0,1
2024,WWB2V0FCW3A0EE3ZJN75,35084,NJ,34013,34013004900,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,Black or African American,Male,3,0,2,1,2,2,2,1,2,125000,50.57,9.09,0.87,3,360,1.0,2,2,2,2,665000.0,1,1,3,5,2,29.0,>60%,12,10,1.0,5.0,2,4,3.0,8.0,2,4,1,5,2,4,45-54,__MISSING__,No,__MISSING__,1,1,6,1,3.0,4188,98.97,133300,45.0,522,1318,65,41.0,50.0,1,0
2024,WWB2V0FCW3A0EE3ZJN75,99999,VT,50015,50015953600,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,0,2,1,31,1,2,1,2,115000,9.26,6.99,-1.14,3,360,1.0,2,1,2,2,1245000.0,1,2,3,5,1,142.0,20%-<30%,12,10,2.0,5.0,2,4,5.0,8.0,2,4,2,5,2,4,>74,__MISSING__,Yes,__MISSING__,1,1,6,10,3.0,5223,10.13,95000,157.0,1601,3590,39,25.0,80.0,0,1
2024,WWB2V0FCW3A0EE3ZJN75,35614,NJ,34003,34003040001,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Female,3,0,2,1,2,2,2,1,2,105000,51.86,9.09,0.87,3,360,1.0,2,2,2,2,995000.0,1,1,3,5,1,81.0,50%-60%,12,10,1.0,5.0,1,4,5.0,8.0,1,4,2,5,2,4,>74,__MISSING__,Yes,__MISSING__,1,1,6,9,3.0,3575,22.63,101900,241.0,1082,1130,63,55.0,80.0,1,0
2024,WWB2V0FCW3A0EE3ZJN75,14860,CT,9120,9120080700,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,3,0,2,1,2,2,2,1,2,105000,63.03,9.09,0.87,3,360,1.0,2,2,2,2,665000.0,1,1,3,5,1,60.0,>60%,12,10,2.0,5.0,2,4,5.0,8.0,2,4,1,5,2,4,35-44,__MISSING__,No,__MISSING__,1,1,6,1,3.0,1980,38.18,146500,91.0,527,686,70,41.0,40.0,1,0
2024,WWB2V0FCW3A0EE3ZJN75,35614,NY,36079,36079010902,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Joint,3,0,2,1,4,2,2,1,2,145000,86.05,9.09,0.87,3,360,1.0,2,2,2,2,445000.0,1,1,3,5,1,99.0,49,12,12,1.0,1.0,2,2,5.0,5.0,1,1,1,2,2,2,>74,65-74,Yes,Yes,1,1,6,3,4.0,4175,23.83,101900,136.0,1285,1815,67,49.0,80.0,1,0
2024,WWB2V0FCW3A0EE3ZJN75,14860,CT,9190,9190230400,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,2,2,2,1,2,155000,78.59,6.99,-1.24,2,360,1.0,2,1,2,2,585000.0,1,1,3,5,1,207.0,43,12,12,2.0,2.0,2,2,5.0,5.0,2,2,1,2,2,2,55-64,65-74,Yes,Yes,1,1,6,10,3.0,5579,14.41,146500,120.0,1888,2049,44,43.0,60.0,0,1
2024,WWB2V0FCW3A0EE3ZJN75,99999,VT,50025,50025967800,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,2,1,2,1,2,25000,2.36,6.99,-1.24,2,360,1.0,2,1,2,2,1065000.0,1,1,3,5,1,207.0,<20%,12,12,2.0,2.0,2,2,5.0,5.0,2,2,2,1,2,2,55-64,65-74,No,Yes,1,1,6,10,3.0,1645,9.54,95000,86.0,667,1127,53,41.0,60.0,0,1
2024,WWB2V0FCW3A0EE3ZJN75,28880,NY,36071,36071012100,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,4,2,2,1,2,105000,67.13,6.99,-1.22,2,360,1.0,2,1,2,2,345000.0,1,1,3,5,1,117.0,39,12,12,2.0,2.0,2,2,5.0,5.0,2,2,1,2,2,2,35-44,45-54,No,No,1,1,6,10,3.0,3844,39.7,114800,93.0,738,1151,48,39.0,40.0,0,1
2024,WWB2V0FCW3A0EE3ZJN75,35980,CT,9180,9180705101,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,3,0,2,1,4,2,2,1,2,105000,61.25,9.09,0.87,3,360,1.0,2,2,2,2,405000.0,1,1,3,5,1,99.0,__MISSING__,12,10,2.0,5.0,2,4,5.0,8.0,2,4,1,5,2,4,45-54,__MISSING__,No,__MISSING__,1,1,6,3,3.0,4202,11.52,105900,168.0,1518,2117,48,41.0,50.0,1,0
2024,WWB2V0FCW3A0EE3ZJN75,44140,MA,25013,25013812104,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Female,3,0,2,1,2,2,2,1,2,75000,77.91,9.09,0.87,3,360,1.0,2,2,2,2,425000.0,1,1,3,5,2,100.0,>60%,12,10,3.0,5.0,2,4,6.0,8.0,2,4,2,5,2,4,45-54,__MISSING__,No,__MISSING__,1,1,6,1,3.0,4353,52.1,89100,78.0,893,1622,0,41.0,50.0,1,0
2024,WWB2V0FCW3A0EE3ZJN75,15540,VT,50007,50007003501,NC,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,3,0,2,1,4,2,2,1,2,1005000,37.46,9.09,0.87,3,360,1.0,2,2,2,2,5105000.0,1,1,3,5,1,627.0,44,12,10,2.0,5.0,2,4,5.0,8.0,2,4,1,5,2,4,65-74,__MISSING__,Yes,__MISSING__,1,1,6,4,3.0,3912,9.48,118900,141.0,1421,1898,36,44.0,70.0,1,0
2024,WWB2V0FCW3A0EE3ZJN75,45060,NY,36067,36067015601,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,31,2,2,1,2,245000,79.7,6.99,-1.23,2,360,1.0,2,2,2,2,305000.0,1,1,3,5,1,132.0,20%-<30%,12,12,2.0,2.0,2,2,5.0,5.0,2,2,1,2,2,2,65-74,65-74,Yes,Yes,1,1,6,10,3.0,2074,8.29,94800,108.0,645,817,62,25.0,70.0,0,1
2024,WWB2V0FCW3A0EE3ZJN75,48864,DE,10003,10003013300,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Male,3,0,2,1,2,1,2,1,2,45000,10.53,9.09,0.87,3,360,1.0,2,2,2,2,385000.0,1,1,3,5,1,99.0,__MISSING__,12,10,3.0,5.0,2,4,6.0,8.0,2,4,1,5,2,4,55-64,__MISSING__,Yes,__MISSING__,1,1,6,3,3.0,1907,24.86,111300,83.0,655,773,61,41.0,60.0,1,0
2024,WWB2V0FCW3A0EE3ZJN75,42540,PA,42079,42079211102,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,0,2,1,2,2,2,1,2,25000,62.61,6.99,-1.33,2,360,1.0,2,1,2,2,215000.0,1,1,3,5,1,39.0,30%-<36%,12,10,2.0,5.0,2,4,5.0,8.0,2,4,1,5,2,4,45-54,__MISSING__,No,__MISSING__,1,1,6,10,3.0,2051,3.56,83000,103.0,1029,1257,48,33.0,50.0,0,1
2024,WWB2V0FCW3A0EE3ZJN75,35614,NY,36087,36087010101,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,2,2,2,1,2,105000,37.76,6.99,-1.22,2,360,1.0,2,1,2,2,645000.0,1,1,3,5,1,248.0,30%-<36%,12,12,2.0,2.0,2,2,5.0,5.0,2,2,1,2,2,2,55-64,55-64,No,No,1,1,6,10,3.0,5742,30.95,101900,168.0,1764,2013,38,33.0,60.0,0,1
2024,WWB2V0FCW3A0EE3ZJN75,40380,NY,36055,36055012900,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,3,0,2,1,1,1,2,1,2,305000,100.0,9.09,0.87,3,360,1.0,2,2,2,2,305000.0,1,1,3,5,1,237.0,20%-<30%,12,12,2.0,2.0,2,2,5.0,5.0,2,2,1,2,2,2,55-64,45-54,No,No,1,1,6,4,3.0,5460,25.18,98700,187.0,1383,1780,52,25.0,60.0,1,0
2024,WWB2V0FCW3A0EE3ZJN75,29484,NJ,34023,34023008213,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Joint,3,0,2,1,2,2,2,1,2,305000,73.64,9.09,0.87,3,360,1.0,2,2,2,2,1105000.0,1,1,3,5,1,129.0,>60%,12,12,2.0,2.0,2,2,2.0,2.0,2,2,1,2,2,2,35-44,25-34,No,No,1,1,6,1,3.0,5609,25.89,135900,142.0,1937,2142,15,41.0,40.0,1,0
2024,WWB2V0FCW3A0EE3ZJN75,35614,NY,36081,36081065000,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Female,1,0,2,1,4,2,2,1,2,255000,80.44,6.99,-1.25,2,360,1.0,2,1,2,2,745000.0,1,1,3,5,1,129.0,47,12,12,2.0,2.0,2,2,3.0,3.0,2,2,2,2,2,2,>74,>74,Yes,Yes,1,1,6,10,3.0,2831,98.98,101900,125.0,710,915,76,47.0,80.0,0,1
2024,WWB2V0FCW3A0EE3ZJN75,12580,MD,24510,24510250301,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Male,1,0,2,1,2,2,2,1,2,35000,79.14,6.99,-1.16,2,360,1.0,2,1,2,2,135000.0,1,1,3,5,1,99.0,30%-<36%,12,10,2.0,5.0,2,4,3.0,8.0,2,4,1,5,2,4,35-44,__MISSING__,No,__MISSING__,1,1,6,10,3.0,2048,92.92,122200,25.0,293,1001,68,33.0,40.0,0,1
2024,WWB2V0FCW3A0EE3ZJN75,48424,FL,12099,12099000905,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,3,0,2,1,31,1,2,1,2,405000,57.64,9.09,0.87,3,360,1.0,2,2,2,2,695000.0,1,1,3,5,4,800.0,<20%,12,10,2.0,5.0,2,4,5.0,8.0,2,4,1,5,2,4,>74,__MISSING__,Yes,__MISSING__,1,1,6,4,3.0,3914,32.93,104000,130.0,1159,1705,25,41.0,80.0,1,0
2024,WWB2V0FCW3A0EE3ZJN75,44300,PA,42027,42027010700,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,31,1,2,1,2,105000,30.4,6.99,-1.24,2,360,1.0,2,1,2,2,325000.0,1,1,3,5,1,88.0,45,12,12,2.0,2.0,2,2,5.0,5.0,2,2,1,2,2,2,55-64,55-64,No,No,1,1,6,10,3.0,5778,3.95,108200,91.0,2466,2703,31,45.0,60.0,0,1
2024,WWB2V0FCW3A0EE3ZJN75,14860,CT,9190,9190010102,NC,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,0,2,1,2,2,2,1,2,4005000,66.51,6.99,-1.14,2,360,1.0,2,1,2,2,11755000.0,1,1,3,5,1,9295.0,<20%,12,10,3.0,5.0,2,4,6.0,8.0,2,4,3,5,2,4,55-64,__MISSING__,No,__MISSING__,1,1,6,10,3.0,4276,19.93,146500,210.0,1231,1602,47,41.0,60.0,0,1
2024,WWB2V0FCW3A0EE3ZJN75,25420,PA,42041,42041012502,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,3,0,2,1,2,2,2,1,2,105000,70.61,9.09,0.87,3,360,1.0,2,2,2,2,755000.0,1,1,3,5,1,174.0,46,12,10,2.0,5.0,2,4,5.0,8.0,2,4,1,5,2,4,55-64,__MISSING__,Yes,__MISSING__,1,1,6,9,4.0,7689,9.52,97900,131.0,2307,2864,35,46.0,60.0,1,0
2024,WWB2V0FCW3A0EE3ZJN75,15380,NY,36029,36029006302,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,1,2,2,1,2,285000,69.54,6.99,-1.24,2,360,1.0,2,2,2,2,985000.0,1,1,3,5,1,296.0,30%-<36%,12,12,2.0,2.0,2,2,5.0,5.0,2,2,2,6,2,2,45-54,35-44,No,No,1,1,6,10,3.0,2693,14.63,96900,100.0,536,1058,0,33.0,50.0,0,1
2024,WWB2V0FCW3A0EE3ZJN75,10580,NY,36093,36093033102,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,0,2,1,31,2,2,1,2,65000,75.37,6.99,-1.22,2,360,1.0,2,1,2,2,405000.0,1,1,3,5,1,112.0,50%-60%,12,10,2.0,5.0,2,4,5.0,8.0,2,4,1,5,2,4,35-44,__MISSING__,No,__MISSING__,1,1,6,10,3.0,5863,8.58,117800,102.0,1835,2626,50,55.0,40.0,0,1
2024,WWB2V0FCW3A0EE3ZJN75,40380,NY,36055,36055012201,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,3,0,2,1,2,2,2,1,2,255000,87.33,9.09,0.87,3,360,1.0,2,2,2,2,525000.0,1,1,3,5,1,241.0,38,12,10,2.0,5.0,2,4,5.0,8.0,2,4,1,5,2,4,35-44,__MISSING__,No,__MISSING__,1,1,6,9,4.0,5944,14.38,98700,206.0,1046,1304,64,38.0,40.0,1,0
2024,WWB2V0FCW3A0EE3ZJN75,14860,CT,9190,9190030500,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,3,0,2,1,2,2,2,1,2,205000,56.28,9.09,0.87,3,360,1.0,2,2,2,2,1355000.0,1,1,3,5,1,158.0,45,12,10,2.0,5.0,2,4,5.0,8.0,2,4,1,5,2,4,25-34,__MISSING__,No,__MISSING__,1,1,6,9,3.0,5965,16.92,146500,196.0,1582,1852,67,45.0,30.0,1,0
2024,WWB2V0FCW3A0EE3ZJN75,15380,NY,36029,36029005201,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,0,2,1,4,2,2,1,2,165000,86.0,6.99,-1.24,2,360,1.0,2,1,2,2,475000.0,1,1,3,5,1,118.0,46,12,10,2.0,5.0,2,4,5.0,8.0,2,4,1,5,2,4,35-44,__MISSING__,No,__MISSING__,1,1,6,10,3.0,3104,28.96,96900,135.0,784,1319,0,46.0,40.0,0,1
2024,WWB2V0FCW3A0EE3ZJN75,35084,NJ,34013,34013010100,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Female,3,0,2,1,2,2,2,1,2,355000,75.11,9.09,0.87,3,360,1.0,2,2,2,2,715000.0,1,1,3,5,1,99.0,__MISSING__,12,10,2.0,5.0,2,4,3.0,8.0,2,4,2,5,2,4,35-44,__MISSING__,No,__MISSING__,1,1,6,3,3.0,2917,97.84,133300,59.0,422,851,0,41.0,40.0,1,0
2024,WWB2V0FCW3A0EE3ZJN75,12580,MD,24005,24005403602,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,3,0,2,1,2,2,2,1,2,25000,14.65,9.09,0.87,3,360,1.0,2,2,2,2,355000.0,1,1,3,5,1,27.0,20%-<30%,12,10,2.0,5.0,1,4,5.0,8.0,1,4,1,5,1,4,55-64,__MISSING__,Yes,__MISSING__,1,1,6,9,3.0,5969,37.07,122200,101.0,1256,1288,38,25.0,60.0,1,0
2024,WWB2V0FCW3A0EE3ZJN75,12580,MD,24025,24025303501,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,0,2,1,31,1,2,1,2,125000,28.54,6.99,-1.25,2,360,1.0,2,1,2,2,435000.0,1,1,3,5,1,88.0,50%-60%,12,12,3.0,3.0,2,2,6.0,6.0,2,2,3,3,2,2,65-74,65-74,Yes,Yes,1,1,6,10,3.0,7526,21.26,122200,125.0,1948,2283,35,55.0,70.0,0,1
2024,WWB2V0FCW3A0EE3ZJN75,35004,NY,36103,36103190502,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,0,2,1,2,2,2,1,2,505000,31.02,6.99,-1.33,2,360,1.0,2,1,2,2,3105000.0,1,1,3,5,1,442.0,41,12,10,2.0,5.0,2,4,5.0,8.0,2,4,1,5,2,4,65-74,__MISSING__,Yes,__MISSING__,1,1,6,10,3.0,3163,26.56,156200,97.0,766,2543,46,41.0,70.0,0,1
2024,WWB2V0FCW3A0EE3ZJN75,23224,MD,24021,24021750505,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Male,3,0,2,1,2,2,2,1,2,105000,77.47,9.09,0.87,3,360,1.0,2,2,2,2,295000.0,1,1,3,5,1,96.0,30%-<36%,12,10,1.0,5.0,2,4,5.0,8.0,2,4,1,5,2,4,25-34,__MISSING__,No,__MISSING__,1,1,6,9,3.0,7660,74.28,155800,54.0,1105,1685,27,33.0,30.0,1,0
2024,WWB2V0FCW3A0EE3ZJN75,40060,VA,51041,51041101009,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Joint,1,0,2,1,2,2,2,1,2,105000,69.86,6.99,-1.33,2,360,1.0,2,1,2,2,615000.0,1,1,3,5,1,229.0,30%-<36%,12,12,2.0,2.0,2,2,3.0,3.0,2,2,1,2,2,2,55-64,45-54,No,No,1,1,6,10,3.0,8778,31.75,110000,121.0,1813,2114,15,33.0,60.0,0,1
2024,WWB2V0FCW3A0EE3ZJN75,15380,NY,36029,36029009004,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,0,2,1,2,2,2,1,2,55000,85.86,6.99,-1.33,2,360,1.0,2,1,2,2,375000.0,1,1,3,5,1,105.0,50%-60%,12,10,2.0,5.0,2,4,5.0,8.0,2,4,2,5,2,4,45-54,__MISSING__,No,__MISSING__,1,1,6,10,3.0,3486,16.47,96900,137.0,1362,1528,42,55.0,50.0,0,1
